id,organization,name,url,opens,deadline,amount,other_benefits,eligibility,area,flags,notes,last_verified
forte-foundation-mba-fellows,Forté Foundation,Forté MBA Fellows Program,https://www.fortefoundation.org/mba/fellows/,Rolling (awarded via school admissions),Varies by member school's standard MBA admissions deadlines,Funded — verify amount on website,"MBA Virtual Leadership Conference, Financial Services Fast Track, lifetime access to online career-development programming, inclusion in the Forté Fellows resume book distributed to member companies, and a mentoring program.","MBA degree candidates (full-time, part-time, executive, dual-degree, or online) admitted to a Forté member business school, showing leadership and a commitment to advancing women in business; open to all nationalities and gender identities.",Business,Focused on advancing women in business (open to all gender identities),"Over $595 million awarded to roughly 24,000 Fellows since inception, confirmed on the official program page; individual award amounts are set independently by each of the 50+ partner business schools rather than paid directly by the Foundation.",2026-07-01
reaching-out-mba-romba-fellowship,Reaching Out MBA (ROMBA),ROMBA Fellowship,https://reachingoutmba.org/fellowship/,"Rolling (Fall MBA admissions cycle, via partner school)",Varies by school (typically up to Round 3 admissions deadline or until fellows are selected),"Minimum $20,000 scholarship per Fellow","Multi-day Fellowship Retreat with lodging covered, free admission to ROMBA events during MBA studies, summer treks with LGBTQ+ industry leaders, inclusion in a dedicated Fellows resume book for corporate partners, and professional development webinars/regional events.",MBA applicants admitted to a Reaching Out partner business school who demonstrate LGBTQ+ community leadership and/or allyship; each partner school independently selects its own Fellows.,Business,LGBTQ+ (and demonstrated allies) focus,Fellows serve as campus ambassadors supporting LGBTQ+ initiatives and recruitment; the annual ROMBA Conference is the largest LGBTQ+ MBA gathering in the world.,2026-07-01
federal-reserve-board-dissertation-fellows,Federal Reserve Board,Dissertation Fellows Program,https://www.federalreserve.gov/careers-dissertation-fellows.htm,December 1 (Annual),February 1 (Annual),Funded — verify amount on website,"Paid in-residence 12-week placement at the Board in Washington, D.C.; mentorship/collaboration with Board economists in Financial Stability, International Finance, Monetary Affairs, or Research and Statistics; fellows deliver two research seminars during the fellowship.","PhD students in economics or finance, typically 4th- or 5th-year candidates, who are legally authorized to work in the US.",Business,,Paid summer in-residence fellowship (roughly 12-17 awarded annually) for advanced PhD candidates in economics/finance to further dissertation research on-site at the Federal Reserve Board.,2026-07-01
naic-mba-fellowship-program,National Association of Investment Companies (NAIC),NAIC MBA Fellowship Program,https://naicpe.com/programs/mba-fellowship-program/,Annual,Annual (typically early spring; confirm current-cycle date on website),"$30,000 stipend over the program term",In-person NAIC meetings/events with travel expenses covered; direct exposure to diverse-owned alternative investment and private equity firms; mentorship and networking in alternative investments.,"Second-year MBA students focused on finance, from any US business school, aspiring to careers in alternative investments/private equity.",Business,Second-year MBA students only; mostly remote with occasional required travel,"Introduces diverse second-year MBA students to diverse-owned alternative investment firms via a paid, ~10-month, mostly-remote fellowship.",2026-07-01
impact-capital-managers-mosaic-fellowship,Impact Capital Managers (ICM),Mosaic Fellowship,https://www.impactcapitalmanagers.com/icm-mosaic-fellowship,"Fall (Annual, for following summer's cohort)",Mid-November (Annual),"$20,000 stipend for the 10-week program",Mandatory NYC orientation with costs reimbursed by ICM; placement as a Summer Associate at an ICM member impact-investing 'Host Fund'; some host funds add travel/relocation stipends or bonuses; mentorship and network access.,Graduate students currently enrolled in any degree program (MBA not required); ICM actively welcomes applicants from underrepresented and diverse backgrounds.,Business,Full-time 10-week summer commitment required (June-August); ~21 fellows selected per cycle across ~20 host funds,Flagship paid summer fellowship placing graduate students as Summer Associates at impact-investing/private capital funds; has supported 115+ fellows since 2019.,2026-07-01
halcyon-us-health-accelerator,Halcyon,Halcyon US Health Accelerator (Fellowship),https://halcyonaccelerator.org/programs/us-health-accelerator/,Rolling eligibility form,"May 7, 2026","$6,000 equity-free stipend + $10,000 in AWS credits","Two one-week in-person residencies (Chicago and Washington DC), mentorship and business advising, no equity taken.","Early-stage, US-based health-focused venture founders/CEOs with a working MVP, age 21+, English fluency.",Business,US-based ventures only; health vertical only,"Formerly the DC residential 'Halcyon Incubator' fellowship; the organization rebranded as Halcyon Accelerator and now runs vertical-specific cohort programs, of which the US Health Accelerator is the current cycle.",2026-07-01
camelback-ventures-fellowship,Camelback Ventures,Camelback Fellowship,https://www.camelbackventures.org/fellowship/,Twice yearly (mid-winter and late summer),Varies by cycle — check website for current window,"$40,000 unrestricted capital investment","Dedicated 1:1 executive coach, investor/strategic-partner connections, peer community, curriculum on strategy, pitching, and team building.","Founder/Co-founder/CEO/Executive Director of an early-stage venture in education or conscious technology; must reside in the US or a US territory, age 18+.",Business,Priority for entrepreneurs of color and women/non-binary leaders,"16-week hybrid fellowship held twice a year; 94% of past Fellows identify as Black, Indigenous, or people of color, and 63% identify as women/non-binary.",2026-07-01
mit-kuo-sharper-legatum-fellowship,MIT Kuo Sharper Center for Prosperity and Entrepreneurship (formerly the Legatum Center),Legatum Fellowship (MIT Student Fellowship),https://mitsloan.mit.edu/ksc/student-fellowship,Annual (2026-2027 applications currently open),See application portal for current-cycle deadline,"Up to $15,000 in tuition/stipend support","Impact Ventures entrepreneurial seminar, Entrepreneur-in-Residence mentorship, travel/prototyping grants, semester pitch events.",Current or incoming MIT graduate (and some undergraduate) students building ventures in emerging markets.,Business,MIT students only,Originally the Legatum Center Fellowship; MIT Sloan's entrepreneurship center was renamed the Kuo Sharper Center and the fellowship continues under that name.,2026-07-01
stanford-impact-founder-fellowship,Stanford Graduate School of Business (Center for Social Innovation),Stanford Impact Founder (SIF) Fellowship,https://www.gsb.stanford.edu/experience/learning/social-innovation/fellowships/post-graduate/sif,December (Annual),February (Annual) — check website for current-cycle date,"$110,000",Year-long personalized impact and entrepreneurship advising; automatic invitation to the Stanford Venture Studio resident program.,"Graduating Stanford MBA/MSx students (Social Entrepreneurship track, GSB only) or graduating graduate students from any Stanford school (Ecopreneurship track).",Business,Stanford graduate students only,"One of the largest stipends among social entrepreneurship fellowships nationally, confirmed active via Stanford's own application portal.",2026-07-01
hbs-social-entrepreneurship-fellowship,Harvard Business School (Social Enterprise Initiative),Social Entrepreneurship Fellowship,https://www.hbs.edu/socialenterprise/mba-experience/careers/social-entrepreneurship-fellowship,Rolling within MBA year,April 1 (Annual) — check website for current-cycle date,"Up to $65,000 (bridges salary to $130,000 total compensation over 12 months)","Two-installment disbursement, quarterly touchpoints with HBS staff/faculty, can be combined with certain HBS loan-assistance programs.","Graduating HBS MBA students who are founders of a social enterprise (nonprofit, for-profit, or hybrid), committing full-time (35+ hrs/week) for 12+ months, venture must have raised under $1.5M.",Business,Harvard MBA students only; one Fellow selected per year,Highly selective — only one student is chosen annually; funding is disbursed in two equal payments across the fellowship year.,2026-07-01
northwestern-inqbation-lab-entrepreneurial-fellows,"Northwestern University, Querrey InQbation Lab",Entrepreneurial Fellows Program,https://inqbationlab.northwestern.edu/programs/entrepreneurial-fellows.html,Rolling,Rolling — check website for current window,"$80,000 annual salary plus benefits, plus a $10,000 stipend for supplies and travel",One year partnering with Northwestern faculty to develop and commercialize a Northwestern-originated technology toward launching a startup; direct faculty mentorship.,"Recent PhD or MBA graduates (degree earned within 5 years of program start); open to graduates of any university, requires a written endorsement letter from a Northwestern faculty PI-innovator prior to applying.",Business,Requires securing a Northwestern faculty endorsement before applying; project must center on commercializing a specific Northwestern technology,"One-year, salaried entrepreneurship fellowship for recent PhD/MBA grads who want to launch a startup around a Northwestern faculty innovation.",2026-07-01
aicpa-foundation-accounting-doctoral-fellowship,AICPA Foundation,Fellowship for Accounting Doctoral Students,https://www.aicpa-cima.com/donations/landing/2024-2025-aicpa-foundation-fellowship-for-accounting-doctoral-students,Annual,"June 15, 2026","$15,000 per year",Renewable annually for up to three consecutive years upon proof of enrollment and program progress; positions recipients to become accounting faculty and mentors at US universities.,"Licensed CPAs who have applied to or matriculated in a full-time AACSB-accredited accounting PhD or DBA program in the US, intend to teach/research at a US university after graduation, and have at least one year remaining in their program.",Business,Must be a licensed CPA; US citizens/permanent residents only,"Administered by the AICPA Foundation to build the pipeline of accounting faculty; awards multiple $15,000 fellowships annually, renewable for up to three years with proof of program progress.",2026-07-01
skadden-fellowship-foundation-skadden-fellowship,Skadden Fellowship Foundation,Skadden Fellowship,https://www.skaddenfellowships.org/applicant,Rolling (typically spring),"Aug 31, 2026","$68,000/year base salary support (plus employer FICA and supplemental funding for higher-paying hosts)",Two-year fellowship; annual symposium in New York; complimentary LexisNexis access and CLE via PLI; pro bono support from Skadden attorneys; ongoing mentoring and alumni network,"Final-year law students, LL.M. candidates, current judicial clerks, or law grads within the prior two years, authorized to work in the US",Law,,"Long-running, well-known public interest law fellowship funding self-designed projects at nonprofit/public interest host organizations for two years.",2026-07-01
equal-justice-works-design-your-own-fellowship,Equal Justice Works,Design-Your-Own Fellowship,https://www.equaljusticeworks.org/opportunities/design-your-own-fellowship/,"May 21, 2026","Sep 17, 2026","Up to $66,500/year in salary support to host organization",Two-year fellowship; host org also provides health insurance and fringe benefits; fellow co-designs their own public interest legal project,Law school graduates/JDs partnering with a US nonprofit host organization to co-design a two-year public interest legal project,Law,,"Major national public interest law fellowship program; current cycle (fellows starting fall 2027) is open now, window May 21-Sep 17, 2026.",2026-07-01
independence-foundation-phyllis-w-beck-public-interest-law-fellowships,Independence Foundation,The Honorable Phyllis W. Beck Public Interest Law Fellowships,https://independencefoundation.org/fellowships/public-interest-law-fellowships,Rolling (typically summer),"Oct 12, 2026","$70,000 (year 1) / $72,000 (year 2) minimum salary; up to $10,000/year in loan repayment assistance",Foundation reimburses sponsoring organization for health/disability insurance and employer payroll taxes; renewable for a second year,"Law grads, outgoing judicial clerks, or attorneys within five years of law school graduation, with a sponsoring public interest legal organization",Law,"Sponsoring organization must be located in Philadelphia, Delaware, Montgomery, Bucks, or Chester County, Pennsylvania",One-year (renewable) fellowship funding direct legal representation of disadvantaged clients in the Philadelphia region.,2026-07-01
justice-catalyst-fellowship,Justice Catalyst,Justice Catalyst Fellowship,https://www.justicecatalyst.org/fellowships/jc-fellowships,"Sep 1, 2026","Dec 1, 2026","$75,000/year in salary support paid to host organization",Mentorship during optional prospectus phase; possible 3-12 month project extension upon renewal,"Graduating law students or law graduates up to two years out of law school, matched with a nonprofit, union, government agency, or public-interest law firm host",Law,,"One-year, potentially renewable, project-based legal fellowship for innovative public interest work.",2026-07-01
immigrant-justice-corps-justice-fellowship,Immigrant Justice Corps,Justice Fellowship,https://justicecorps.org/justice-fellowship/,Annual (typically mid-July),Annual (typically mid-October),"Minimum $62,500/year salary plus benefits (actual salary may be higher depending on host organization)",Health insurance; at least three weeks paid time off; training and professional development; placement with partner host organizations; alumni network,"JD or LL.M. graduates within two years of law school graduation, authorized to work in the US for the full two-year term",Law,Immigration law focus; requires US work authorization for full 2-year term,Two-year fellowship placing law graduates at immigration legal service organizations nationwide; over 90% of alumni continue in immigration law.,2026-07-01
rcfp-media-litigation-fellowship,Reporters Committee for Freedom of the Press,Media Litigation Fellowship,https://www.rcfp.org/fellowships/,Annual (typically mid-August),Annual (typically mid-October),"$80,000/year","Fully paid health insurance, paid time off, 401(k); hands-on litigation experience with RCFP staff attorneys on First Amendment and free press matters","Recent law graduates/early-career lawyers with First Amendment interest, admitted to at least one US bar",Law,,Two-year litigation fellowship at RCFP's DC office; part of a family of RCFP legal fellowships including a 1-year Legal Fellowship and the Jack Nelson-Dow Jones Fellowship.,2026-07-01
eff-post-law-school-legal-fellowship,Electronic Frontier Foundation,Post-Law School Legal Fellowship,https://www.eff.org/about/opportunities/legal-fellows,Annual (Fall),Annual (typically November),"$70,000/year salary (fellow must also secure minimum $45,000 in external funding)",Full benefits; litigation experience on EFF's docket in its San Francisco office,"Recent law graduates who will sit for/pass a bar exam and can secure at least $45,000 in external funding; US work authorization required",Law,Requires applicant to secure own external funding source; must relocate to San Francisco,EFF hosts up to two post-law-school litigation fellows per year working on digital rights and civil liberties litigation.,2026-07-01
yale-law-isp-resident-fellowship,Yale Law School Information Society Project,ISP Resident Fellowship,https://law.yale.edu/isp/join-us,Annual (Fall),Annual (typically December),"$70,000/year plus Yale benefits and travel stipend",Access to Yale University resources; participation in ISP scholarly community and programming; renewable for a second year,"Recent JD, PhD, or equivalent degree holders pursuing an academic career, with research aligned to ISP focus areas (currently AI and the digital public sphere)",Law,,Tech-law academic fellowship; fellows must be in New Haven at least 3 days/week and produce at least two scholarly works annually.,2026-07-01
center-for-constitutional-rights-justice-fellowship,Center for Constitutional Rights,Justice Fellowship (formerly Bertha Justice Fellowship),https://ccrjustice.org/home/get-involved/jobs,Annual,Annual (recent cycle closed Oct 2025; next cohort expected ~2027),"$92,212-$104,326 (salary, based on experience)","401(k) employer contributions; 100% employer-paid health, dental, life, and disability insurance; paid vacation, sick leave, and holidays","J.D. or equivalent LL.M., early-career lawyers 0-2 years post-degree, committed to social justice litigation",Law,,Formerly the Bertha Justice Fellowship; a 2-year salaried fellowship placing early-career lawyers in CCR's social-justice litigation and movement-lawyering work.,2026-07-01
nijc-schreiber-legal-fellowship,National Immigrant Justice Center,Schreiber Legal Fellowship,https://immigrantjustice.org/careers/nijc-schreiber-fellowships-2026-2028/,Annual,Annual (typically February),Funded — verify amount on website,"Health benefits; hybrid work model; placement at an NIJC office in Chicago, Indiana, San Diego, or Washington, DC","JD from an ABA-accredited law school; current 3Ls or attorneys who graduated within the last three years, bar member or sitting for the bar before start",Law,,"Two-year fellowship providing direct legal representation to immigrants, refugees, and asylum seekers; recurring program with prior cohorts.",2026-07-01
nwlc-ann-kolker-fellowship,National Women's Law Center,Ann Kolker Fellowship,https://nwlc.org/job/ann-kolker-fellowship/,Rolling,Rolling,"$88,055-$96,786","Placement on NWLC's Reproductive Rights and Health team in Washington, DC; full employee benefits package","Early-career lawyer (JD required) interested in health equity, reproductive rights, and health policy work",Law,"One-year term-limited position, renewed based on funding availability each cycle",Recurring one-year fellowship honoring health advocate Ann Kolker; applications accepted on a rolling basis until filled.,2026-07-01
bazelon-center-mental-health-law-fellowship,Judge David L. Bazelon Center for Mental Health Law,Bazelon Fellowship in Mental Health Law,https://www.bazelon.org/about/careers-internships/bazelon-fellowship/,Annual,Annual,"$60,000/year","Generous benefits; two years of litigation and policy experience on disability civil rights cases; based in Washington, DC",Georgetown University Law Center graduates or current students graduating by May of the fellowship's start year,Law,Restricted to Georgetown University Law Center graduates/students only,"Two-year, $60,000/year paid fellowship; fellow works on civil rights litigation and policy for people with mental disabilities.",2026-07-01
lambda-legal-tyron-garner-memorial-fellowship,Lambda Legal,Tyron Garner Memorial Fellowship for African-American LGBT Civil Rights,https://lambdalegal.org/publication/garner-fellowship-feature/,Periodic (recruited as openings arise — see lambdalegal.org/jobs-and-internships for current postings),"Periodic (recent cycle deadline was Mar 10, 2025)",Funded — verify amount on website,"Mentorship from Lambda Legal attorneys; hands-on impact litigation, policy advocacy, and public education work","Recent law graduates, current fellows/clerks, or early-career attorneys dedicated to LGBTQ+ issues within African American communities, bar-eligible",Law,,Established 2015 in memory of the Lawrence v. Texas plaintiff; a 2-year commitment fellowship recruited periodically rather than on a fixed annual calendar.,2026-07-01
acs-congressional-fellowship,American Chemical Society,ACS Congressional Fellowship,https://www.acs.org/policy/policyfellowships.html,Fall 2026,Annual (Fall),"$79,720–$90,350 stipend (based on experience)","Health insurance reimbursement, relocation and travel allowances, two-week AAAS orientation on federal policymaking, placement as full-time staff on Capitol Hill","PhD chemists/chemical professionals (or equivalent experience), ACS members, US citizens",STEM and Engineering,ACS membership required,One of the AAAS-network Science & Technology Policy Fellowships; places a PhD chemist as full-time staff in a congressional office or committee for one year.,2026-07-01
aps-congressional-science-fellowship,American Physical Society,APS Congressional Science Fellowship,https://www.aps.org/funding-recognition/fellowship/congressional-science,Annual (~Aug 1),Annual (~early Nov),"$91,000 stipend plus relocation, travel, and health insurance allowances","Placement in a congressional office/committee, AAAS orientation program, professional development","PhD in physics or related field (or master's plus 3 years' experience), APS member, US citizen",STEM and Engineering,APS membership required,Places one APS member as a full-time science advisor in a congressional office or committee for one year; part of the AAAS Science & Technology Policy Fellowships network.,2026-07-01
agu-congressional-science-fellowship,American Geophysical Union,AGU Congressional Science Fellowship,https://www.agu.org/honors/csf,Annual (~Oct),Annual (~Jan 15),Funded — verify amount on website,"Travel allowances, AGU Annual Meeting registration, professional development","PhD geoscientists/related fields, US citizens or permanent residents",Public Policy and Government,,Places a geoscientist with a doctoral degree in a congressional office or committee for one year to bring scientific expertise to policymaking.,2026-07-01
ieee-usa-congressional-fellowship,IEEE-USA,IEEE-USA Congressional Fellowship,https://ieeeusa.org/public-policy/government-fellowships/congressional-faqs/,Annual,Annual (winter),"$95,000 stipend plus $5,000 relocation allowance ($100,000 total)","Placement in a Capitol Hill office, orientation, networking with fellow policy fellows","US citizen, IEEE member, PhD (or in final stages) or master's plus experience in an engineering/technical field, must reside in DC metro area",Public Policy and Government,IEEE membership required,One-year placement of a technically trained IEEE member on Capitol Hill; includes a newer Congressional Electric Grid Policy Fellowship track.,2026-07-01
apa-congressional-fellowship,American Psychological Association,APA Congressional Fellowship,https://www.apa.org/about/awards/congress-fellow,Annual (~mid-May),Annual (~early Jan),"$93,750 stipend","$3,500 professional development stipend, health insurance reimbursement, two-week orientation program, yearlong policy seminar series","Full APA members (PhD in psychology), US citizens",Social Science,APA membership required,One-year placement of a psychologist as full-time staff to a member of Congress or a congressional committee.,2026-07-01
srcd-us-policy-fellowship-program,Society for Research in Child Development,SRCD U.S. Policy Fellowship Program,https://www.srcd.org/child-policy-hub/srcd-us-policy-fellowship-program,Annual (~late Oct),Annual (~early Jan),"~$101,400 stipend (federal GS-12 scale, based on post-PhD experience)","$2,800 professional development fund, moving allowance up to $1,300, health insurance allowance","Doctoral degree (PhD, EdD, MD) in a child-development-relevant field, SRCD member",Education Research,SRCD membership required,"One-year congressional or state-legislature placements applying child-development research to policy; federal executive-branch placements are currently paused, but congressional/state tracks remain active.",2026-07-01
commonwealth-fund-fellowship-minority-health-policy-harvard,The Commonwealth Fund,Commonwealth Fund Fellowship in Minority Health Policy at Harvard University,https://cff.hms.harvard.edu/,Annual (Fall),"Dec 1 (HKS) / Dec 8 (Harvard Chan), Annual","$80,000 stipend","Full tuition, individual health insurance, books, travel, and financial assistance for a practicum project; leads to an MPH or MPA degree",Physicians (MD) early in career committed to addressing health disparities,Health Sciences,Physicians (MD) only,"One-year, degree-granting fellowship at Harvard preparing physicians to become health-equity policy leaders.",2026-07-01
rotary-peace-fellowship,Rotary International,Rotary Peace Fellowship,https://www.rotary.org/en/our-programs/peace-fellowships,Annual (~Feb),Annual (~May),Funded — verify amount on website,"Full tuition and fees, monthly stipend for room/board, round-trip transportation, internship/field-study funding, contingency fund",Bachelor's degree; 3+ years relevant work experience (master's track) or 5+ years (certificate track); not currently enrolled in a degree program,Open Field,,Funds a master's degree or professional certificate in peace and conflict studies at one of Rotary's Peace Centers worldwide; open to US and international applicants.,2026-07-01
henry-luce-foundation-luce-scholars-program,Henry Luce Foundation,Luce Scholars Program,https://lucescholars.org/,Annual (April),"Sep 8, 2026",Funded — verify amount on website,"Language training, individualized professional placement in Asia, program orientation","US citizens/permanent residents under 33, college seniors through young professionals, limited prior Asia experience",Open Field,,13-month program placing young American professionals in individualized fellowships across Asia; not tied to a specific field of study.,2026-07-01
robert-toigo-foundation-mba-fellowship,Robert Toigo Foundation,Toigo MBA Fellowship,https://toigofoundation.org/our-work/life/apply-now/,Jan 7 (Annual),Annual (Winter),"$5,000 fellowship award, renewable one additional year","Structured mentorship, career development, finance-industry network, Fellowship-in-Residence conference","Underrepresented-minority students entering/in a 2-year MBA (or JD/MBA, MSF) program pursuing finance careers; US citizens, permanent residents, or authorized to work in the US",Business,Underrepresented minorities in finance,Combines a financial award with structured mentorship and a required post-graduation commitment to a finance career.,2026-07-01
optica-mrs-congressional-science-and-engineering-fellowship,Optica and Materials Research Society,Optica/MRS Congressional Science and Engineering Fellowship,https://www.optica.org/get_involved/public_policy/policy_program_events/congressional_fellowships/osamrs/,Annual,Annual,"$81,750 stipend","Health insurance, travel and relocation expenses to the Washington, DC area, AAAS orientation program, yearlong policy seminar series","PhD in optical science/technology or materials science by fellowship start, member of Optica or MRS, authorized to work in the US",Public Policy and Government,Optica or MRS membership required,Co-sponsored one-year fellowship placing an optics/materials scientist as a legislative assistant for a member of Congress or a committee.,2026-07-01
getty-postdoctoral-fellowship-history-of-art,Getty Foundation,Getty Postdoctoral Fellowship in the History of Art,https://www.getty.edu/projects/pre-and-postdoctoral-fellowships/,Annual (Summer),Oct 1 (Annual),"$35,000 stipend","Workstation at the Getty Research Institute or Getty Villa, relocation travel stipend, scholar housing, healthcare option","Received PhD within the past 5 years, working on an art-history-related research project",Arts,,Year-long residential fellowship at the Getty in Los Angeles for early-career art historians to pursue original research.,2026-07-01
ans-glenn-seaborg-congressional-fellowship,American Nuclear Society,Glenn T. Seaborg Congressional Science and Engineering Fellowship,https://www.ans.org/honors/cfellowship/,Annual (~Feb),Annual (~Jun 5),"$95,000 stipend plus up to $10,000 travel reimbursement","AAAS orientation program, placement as legislative staff on Capitol Hill","PhD in applicable science/engineering field with nuclear-related discipline and 1+ years' experience, or master's in engineering with 3 years' professional experience",Public Policy and Government,,ANS sponsors up to two Fellows per year for one-year placements as full-time congressional staff bringing nuclear science expertise to policymaking.,2026-07-01
charles-hamilton-houston-institute-guinier-postdoctoral-fellowship,Charles Hamilton Houston Institute for Race & Justice (Harvard Law School),Guinier Project Postdoctoral Fellowship,https://hls.harvard.edu/academics/fellowships-and-prizes/fellowships/postdoctoral-fellowship-in-racial-representation-democracy-and-electoral-reform/,Rolling,Rolling,"$60,000–$75,000 stipend (based on experience)","Standard Harvard postdoctoral benefits, mentorship, research support","Early-career scholars (JD/PhD) with research interests in racial representation, democracy, voting rights, or electoral reform",Law,,One-year (renewable up to two additional years) postdoctoral fellowship at Harvard Law focused on voting rights and electoral reform scholarship.,2026-07-01
aps-library-museum-short-term-research-fellowship,American Philosophical Society,APS Library & Museum Short-Term Resident Research Fellowship,https://www.amphilsoc.org/grants/short-term-resident-research-fellowships,Annual (Fall),"Mar 1, 2027","$3,000/month stipend (1–3 month term)",Access to APS Library & Museum archival collections in Philadelphia,"PhD candidates (ABD), PhD holders, and degreed independent scholars in any field",Humanities,,Short-term residential research fellowship supporting archival research at the APS Library & Museum in Philadelphia; open to doctoral candidates and beyond.,2026-07-01
icma-local-government-management-fellowship,ICMA (International City/County Management Association),Local Government Management Fellowship (LGMF),https://icma.org/page/local-government-management-fellowship,September 2026,December 2026,Funded — verify amount on website,"Two years complimentary ICMA membership, free annual conference registration, scholarship support for Local Government Reimagined conferences, management assessment access, PM magazine subscription",Recent graduates or students completing an MPA/MPP or related master's degree from a NASPAA-accredited program by August 31 of the fellowship year; must be authorized to work in the US,Public Policy and Government,Requires NASPAA-accredited master's degree; no prior local-government-management experience allowed,"12-month paid fellowship placing recent MPA/MPP graduates in full-time local government management positions with a host city or county; over 425 fellows placed across 20 years, many advancing to senior local-government leadership.",2026-07-01
nys-senate-graduate-fellowship,New York State Senate,New York State Senate Graduate Fellowship Program,https://www.nysenate.gov/newsroom/articles/2026/new-york-state-senate-graduate-fellowships,January 2026,April 2026,"$52,000 for the 9-month fellowship term",Employee benefits during the fellowship term; direct placement in legislative offices in Albany,Completed graduate studies at an accredited university prior to the fellowship start,Public Policy and Government,"Albany, NY-based; fellows must secure their own housing; graduate degree must be completed before fellowship starts","Established in 1965, this nine-month, full-time legislative fellowship places graduate/postgraduate fellows directly in New York State Senate offices doing policy research, drafting, and constituent work.",2026-07-01
boren-awards-boren-fellowship,National Security Education Program (NSEP) / Boren Awards,Boren Fellowship,https://www.borenawards.org/,Fall 2026 (for 2027-2028 cycle),Annual (national deadline typically January; 2027-2028 cycle date TBA),"Up to $25,000 for 25-52 weeks, plus an optional $5,000 for summer domestic language study (shorter 12-24 week awards funded at $12,500)",Language and area-studies training in regions critical to US national security; access to federal career resources and hiring events,"US citizen graduate students matriculated in or applying to a US graduate degree program, studying languages/regions critical to national security",Public Policy and Government,US citizens only; requires approximately one-year federal service commitment after the fellowship,"Funds graduate-level language study and research abroad in exchange for a commitment to work in the federal government, explicitly intended as a pipeline into US national security and policy careers.",2026-07-01
california-capital-fellows-executive-fellowship,Center for California Studies (Sacramento State) / California State Government,"Capital Fellows Programs (Executive, Senate, Assembly, and Judicial Administration Fellowships)",https://www.csus.edu/center/center-california-studies/capital-fellows/,September 2026 (2027-28 cycle; applications closed for 2026-27),Annual (check back September 2026 for exact date),Funded — verify amount on website,"Medical, dental, and vision benefits; $875 one-time moving allowance; paid enrollment in six graduate units; Graduate Certificate in Applied Policy and Government upon completion",Bachelor's degree holders and early-career applicants (no advanced degree required); open nationally to US applicants willing to relocate to Sacramento,Public Policy and Government,"Must relocate to Sacramento, CA; placements are within California state government (Legislative, Executive, or Judicial branch)","Four nationally recognized tracks (Senate, Assembly, Executive, Judicial) placing fellows as full-time paid state government employees for 10-11 months; the Assembly Fellowship, established in 1957, is the nation's oldest legislative fellowship program.",2026-07-01
lawai-summer-research-fellowship-us,Institute for Law & AI (LawAI),Summer Research Fellowship (US),https://law-ai.org/seasonal-research-fellowships/,"Annual, ~December","Annual, ~late January","$1,500/week stipend for the ~10-week program","Travel, lodging, and meals covered for a required in-person week in Washington, DC or Berkeley, CA","Law students, early-career researchers, and academics working on U.S. AI law and policy; must be able to work full-time remotely June-August with the in-person week",AI and Tech Policy,,Paid full-time summer research fellowship at the Institute for Law & AI (formerly housed under the Legal Priorities Project) focused on U.S. AI law and regulation; runs as a recurring annual seasonal program.,2026-07-01
iapp-westin-research-fellowship,International Association of Privacy Professionals (IAPP),Westin Research Fellowship,https://iapp.org/westin-research-center/apply/,"Annual, ~September","Annual, ~mid-November (2026-27 cohort deadline was Nov 19, 2025)","$55,000/year salary","Full employee benefits package (medical/dental/vision, 401k access); option to work remotely or on-site at IAPP headquarters in Portsmouth, NH","U.S. citizens, permanent residents, or those eligible for U.S. work authorization; undergraduate degree required, graduate degree in law or a related field preferred",AI and Tech Policy,,"One-year paid research fellowship pairing scholars with IAPP's Westin Research Center on privacy and AI governance research, publications, and policy initiatives; runs annually.",2026-07-01
data-society-postdoctoral-fellow-ai-scams,Data & Society Research Institute,"Postdoctoral Fellow, AI-Enabled Scams as a Systemic Security Challenge",https://job-boards.greenhouse.io/datasocietyresearchinstitute/jobs/8598064002,Open now,"Jul 15, 2026","$68,000-$80,000/year","Medical, dental, and vision insurance; fully remote position","PhD required (completed before September 2026) in communication, media studies, information studies, sociology, or related field; must be authorized to work in the U.S. without sponsorship",AI and Tech Policy,Postdoctoral (PhD required); US work authorization required without sponsorship; single funded position rather than a recurring named program,"Two-year (Sept 2026-May 2028) postdoctoral research fellowship in Data & Society's AI & Democracy program studying how AI is being used to supercharge scams, fraud, and hoaxes.",2026-07-01
el-pomar-foundation-fellowship,El Pomar Foundation,El Pomar Fellowship,https://www.elpomar.org/fellowship/,Annual (typically early November),Annual (typically early January),Funded — verify amount on website,"Structured professional development curriculum, alumni network of 300+, cohort mentorship, informational interviews with current Fellows","Recent college graduates and early-career professionals willing to relocate to Colorado Springs, CO for a 2-year full-time commitment",Nonprofit Governance,Colorado-focused; requires relocation to Colorado Springs,"A 2-year, full-time paid fellowship at El Pomar Foundation combining hands-on grantmaking and program administration with a leadership-development curriculum for early-career professionals entering Colorado's philanthropic and nonprofit sector.",2026-07-01
